hospital_name,municipality,cmun,n_beds,type,management,latitude,longitude
Centre Sociosanitari Isabel Roig,barcelona,80193,251,Geriatrics and/or long-term care,Autonomous Community,41.4432523880001,2.19258286300004
Iván Mañero Clínic,sant cugat del vallès,82055,17,Surgical,Private Non-Profit,41.4840486310001,2.08544127600004
Institut Trastorn Límit,sant cugat del vallès,82055,14,Psychiatric,Private Non-Profit,41.4687280090001,2.03665952700004
Centre D'Hospitalització I Hospital De Dia Trastorns De La Conducta,argentona,80095,40,Psychiatric,Private Non-Profit,41.562415,2.39339669400005
Sarquavitae Bonanova,barcelona,80193,28,Geriatrics and/or long-term care,Private Non-Profit,41.402554407,2.12718543400007
Centre La Creueta,sabadell,81878,46,Geriatrics and/or long-term care,Private Non-Profit,41.5543250000001,2.12943347600003
Unitat Terapèutica-Educativa Acompanya'M,barcelona,80193,30,Psychiatric,Private Non-Profit (Church),41.411089045,2.13081199900006
Hospital Fuente Bermeja,burgos,90597,0,Psychiatric,Autonomous Community,42.3470106170001,-3.71134270299996
Hospital Recoletas De Burgos,burgos,90597,92,General,Private Non-Profit (Red Cross),42.344340048,-3.68387167599997
Hospital San Juan De Dios De Burgos,burgos,90597,160,Geriatrics and/or long-term care,Private Non-Profit (Church),42.340327813,-3.71283893499998
Hospital Santos Reyes,aranda de duero,90183,123,General,Other Private Non-Profit,41.6692634450001,-3.69085628899995
Hospital Residencia Asistida De La Luz,aranda de duero,90183,75,Geriatrics and/or long-term care,Private Non-Profit,41.6620314890001,-3.69489954699998
Hospital Santiago Apóstol,miranda de ebro,92194,114,General,Social Security,42.66958973,-2.98947537899994
Complejo Asistencial Universitario De Burgos,burgos,90597,865,General,Public Entities,42.3593344760001,-3.68757909499993
Hospital Universitario De Burgos,burgos,90597,0,General,Other Patrimonial Dependency,42.3593344760001,-3.68757909499993
Hospital San Pedro De Alcántara,cáceres,10037,0,General,Autonomous Community,39.4655757100001,-6.36826960799993
Hospital Provincial Nuestra Señora De La Montaña,cáceres,10037,0,General,Autonomous Community,39.4685852870001,-6.37901017799993
Hospital Ciudad De Coria,coria,10067,103,General,Autonomous Community,39.991088001,-6.54212168499993
Hospital Campo Arañuelo,navalmoral de la mata,10131,102,General,Autonomous Community,39.8880520290001,-5.56096707299997
Hospital Virgen Del Puerto,plasencia,10148,250,General,Autonomous Community,40.04942701,-6.08619013399993
Hospital Sociosanitario De Plasencia,plasencia,10148,330,Psychiatric,Autonomous Community,40.0239950000001,-6.08184980199997
Complejo Hospitalario De Cáceres,cáceres,10037,520,General,Autonomous Community,39.466614608,-6.36934482599997
Hospital Quirón Salud De Cáceres,cáceres,10037,35,General,Private Non-Profit,39.4819542710001,-6.36359501599998
Clínica Soquimex,plasencia,10148,20,General,Private Non-Profit,40.0324218370001,-6.08499297599997
"Clinica Quirúrgica Cacereña, S.A-(Clínica San Francisco)",cáceres,10037,32,General,Private Non-Profit,39.4688316840001,-6.36881486999994
Hospital Universitario Puerta Del Mar,cádiz,11012,738,General,Autonomous Community,36.509116303,-6.27786388499993
Clínica La Salud,cádiz,11012,58,General,Private Non-Profit,36.5320240410001,-6.29584571899994
Hospital San Rafael,cádiz,11012,280,General,Private Non-Profit,36.5327979360001,-6.30252129399997
Hospital  Punta De Europa,algeciras,11004,0,General,Autonomous Community,36.106219949,-5.44018066999996
Clínica  Los Álamos,jerez de la frontera,11020,15,General,Private Non-Profit,36.7039492070001,-6.13073367899995
Hospital Universitario De Jerez De La Frontera,jerez de la frontera,11020,498,General,Social Security,36.6913972930001,-6.14980105599994
Hospital San Juan Grande,jerez de la frontera,11020,143,General,Private Non-Profit (Church),36.6914675190001,-6.14877845299998
Hospital  De La Línea De La Concepción,"línea de la concepción, la",11022,180,General,Autonomous Community,36.1704512530001,-5.34063642299998
Hospital General Santa María Del Puerto,"puerto de santa maría, el",11027,238,General,Private Non-Profit,36.5965943040001,-6.23409792199993
Hospital Universitario De Puerto Real,puerto real,11028,319,General,Autonomous Community,36.520384542,-6.15145949499993
Hospital Virgen De Las Montañas,villamartín,11041,108,General,Private Non-Profit,36.860715,-5.64815244599993
Hospital Virgen Del Camino,sanlúcar de barrameda,11032,118,General,Private Non-Profit,36.7575211240001,-6.37057770699994
Hospital Jerez Puerta Del Sur,jerez de la frontera,11020,98,General,Private Non-Profit,36.6687180000001,-6.13626167599995
Hospital Viamed Bahía De Cádiz,chiclana de la frontera,11015,46,General,Private Non-Profit,36.420425865,-6.15052497099992
Hospital Punta De Europa,algeciras,11004,327,General,Autonomous Community,36.1111021040001,-5.44424465599997
Hospital Viamed Novo Sancti Petri,chiclana de la frontera,11015,37,General,Private Non-Profit,36.35608,-6.158834
Clínica Serman - Instituto Médico,jerez de la frontera,11020,41,General,Private Non-Profit,36.692941014,-6.12407777499993
Hospital Quirón Campo De Gibraltar,"barrios, los",11008,64,General,Private Non-Profit,36.2070002790001,-5.45301999999998
Hospital Punta Europa. Unidad De Cuidados Medios,algeciras,11004,0,Geriatrics and/or long-term care,Autonomous Community,36.124631843,-5.44274634499993
Hospital San Carlos,san fernando,11031,0,General,Autonomous Community,36.480014086,-6.19510212199998
Hospital De La Línea De La Concepción,"línea de la concepción, la",11022,243,General,Autonomous Community,36.1745550000001,-5.35232249999996
Hospital General Universitario De Castellón,castellón de la plana/castelló de la plana,12040,580,General,Autonomous Community,40.002715418,-0.0417011379999508
Hospital La Magdalena,castellón de la plana/castelló de la plana,12040,128,Geriatrics and/or long-term care,Autonomous Community,40.004385561,-0.0729276129999334
Consorcio Hospitalario Provincial De Castellón,castellón de la plana/castelló de la plana,12040,257,General,Provincial Council or Island Council,39.984962189,-0.0447215089999418
Hospital Comarcal De Vinaròs,vinaròs,12138,150,General,Autonomous Community,40.46387528,0.449975624000047
Hospital Universitario De La Plana,vila-real,12135,258,General,Autonomous Community,39.924448829,-0.0969531039999652
Instituto De Traumatologia De Unión De Mutuas (Matepss Nº 267),castellón de la plana/castelló de la plana,12040,28,Traumatology and/or rehabilitation,Matep,39.993031026,-0.0274974349999297
Hospital Rey D. Jaime,castellón de la plana/castelló de la plana,12040,96,General,Private Non-Profit,39.997316724,-0.0360727949999387
Servicios Sanitarios Del Centro Penitenciario De Castellón Ii (Albocàsser),albocàsser,12003,64,Other purpose,Ministry of Interior,40.382270657,0.0194300000000567
Servicios Sanitarios Y Asistenciales,ciudad real,13034,85,Psychiatric,Provincial Council or Island Council,38.992214684,-3.93188747099993
Hospital Quirónsalud Ciudad Real,ciudad real,13034,47,General,Private Non-Profit,38.980076522,-3.93883350899995
Hospital General La Mancha Centro,alcázar de san juan,13005,353,General,Social Security,39.396270692,-3.21922991999998
Hospital Virgen De Altagracia,manzanares,13053,118,General,Social Security,38.999180639,-3.36185082099996
Hospital Santa Bárbara,puertollano,13071,141,General,Social Security,38.7061820330001,-4.11096335499997
Hospital General De Valdepeñas,valdepeñas,13087,103,General,Social Security,38.7709655790001,-3.39231730499995
Hospital General De Ciudad Real,ciudad real,13034,564,General,Autonomous Community,38.9705089390001,-3.93166361099998
Hospital General De Tomelloso,tomelloso,13082,155,General,Autonomous Community,39.174215744,-3.00611070299993
Hospital Universitario Reina Sofía,córdoba,14021,1233,General,Autonomous Community,37.8684390510001,-4.79716922299997
Hospital Los Morales,córdoba,14021,0,General,Autonomous Community,37.934222172,-4.80486285599994
Hospital Materno-Infantil Del H.U. Reina Sofía,córdoba,14021,0,Maternal-infant,Autonomous Community,37.870434844,-4.79057688199993
Hospital Provincial,córdoba,14021,0,General,Provincial Council or Island Council,37.870434844,-4.79057688199993
Hospital De La Cruz Roja De Córdoba,córdoba,14021,138,General,Private Non-Profit (Red Cross),37.8811999820001,-4.78504916299994
Hospital San Juan De Dios De Córdoba,córdoba,14021,189,General,Private Non-Profit (Church),37.908583407,-4.79331456299997
Hospital Infanta Margarita,cabra,14013,232,General,Autonomous Community,37.4718048820001,-4.42786364499995
Hospital Valle De Los Pedroches,pozoblanco,14054,124,General,Autonomous Community,38.3834919230001,-4.84912575699997
Hospital De Montilla,montilla,14042,92,General,Autonomous Community,37.564407696,-4.64810455199995
Hospital La Arruzafa-Instituto De Oftalmología,córdoba,14021,4,Ophthalmologic or ENT,Private Non-Profit,37.904525613,-4.79311379199993
Hospital De Alta Resolución De Puente Genil,puente genil,14056,24,General,Autonomous Community,37.399415565,-4.75120554199998
Hospital De Alta Resolución Valle Del Guadiato,peñarroya-pueblonuevo,14052,17,General,Autonomous Community,38.3085115810001,-5.27080502299998
Hospital General Del H.U. Reina Sofía,córdoba,14021,0,General,Autonomous Community,37.870434844,-4.79057688199993
Hospital Quironsalud Córdoba,córdoba,14021,115,General,Private Non-Profit,37.8759682290001,-4.79583051599997
Complexo Hospitalario Universitario A Coruña,"coruña, a",15030,1341,General,Public Entities,43.344805879,-8.38626638599993
Hospital Universitario A Coruña,"coruña, a",15030,0,General,Public Entities,43.344805879,-8.38626638599993
Hospital Teresa Herrera (Materno-Infantil),"coruña, a",15030,0,General,Public Entities,43.3479849300001,-8.38916663599997
Hospital Maritimo De Oza,"coruña, a",15030,0,General,Public Entities,43.344151525,-8.38465929799997
Centro Oncoloxico De Galicia,"coruña, a",15030,56,Oncological,Other Private Non-Profit,43.3360802970001,-8.38942638599997
Hospital Quironsalud A Coruña,"coruña, a",15030,127,General,Private Non-Profit,43.328289059,-8.39978613399995
Hospital San Rafael,"coruña, a",15030,120,General,Private Non-Profit,43.3469809490001,-8.38741921399998
Hospital Hm Modelo,"coruña, a",15030,0,General,Private Non-Profit,43.3665273030001,-8.41850710299997
Maternidad Hm Belen,"coruña, a",15030,0,General,Private Non-Profit,43.365811265,-8.41462194699994
Hospital Abente Y Lago,"coruña, a",15030,0,General,Public Entities,43.3684170000001,-8.38893582899993
Complexo Hospitalario Universitario De Ferrol,ferrol,15036,457,General,Social Security,43.5111455420001,-8.21662865299993
Hospital Universitario Arquitecto Marcide,ferrol,15036,0,General,Social Security,43.5104621560001,-8.21609768599996
Hospital Juan Cardona,ferrol,15036,150,General,Other Private Non-Profit,43.4809516,-8.20125780699993
Hospital Naval,ferrol,15036,0,General,Social Security,43.5155257590001,-8.21907271299995
Complexo Hospitalario Universitario De Santiago,santiago de compostela,15078,1395,General,Public Entities,42.8703905990001,-8.55957269899994
Hospital Clinico Universitario De Santiago,santiago de compostela,15078,0,General,Public Entities,42.8703905990001,-8.55957269899994
Hospital Gil Casares,santiago de compostela,15078,0,General,Public Entities,42.8703905990001,-8.55957269899994
Hospital Medico Cirurxico De Conxo,santiago de compostela,15078,0,General,Public Entities,42.8618665550001,-8.55215092699996
Hospital Psiquiatrico De Conxo,santiago de compostela,15078,0,General,Public Entities,42.8613784520001,-8.56010999999995
Hospital Hm Esperanza,santiago de compostela,15078,0,General,Private Non-Profit,42.8781414320001,-8.55174224899997
Hospital Hm Rosaleda,santiago de compostela,15078,0,General,Private Non-Profit,42.871892825,-8.54676501899996
Sanatorio La Robleda,"pino, o",15066,96,Psychiatric,Private Non-Profit,42.927515,-8.38251899999995
Hospital Da Barbanza (*),ribeira,15073,81,General,Public Entities,42.6103900000001,-8.99482144399997
Hospital Virxe Da Xunqueira (*),cee,15023,74,General,Autonomous Community,42.953696618,-9.19138710299995
Hm Modelo (Grupo),"coruña, a",15030,146,General,Private Non-Profit,43.3665273030001,-8.41850710299997
Hospital Hm Rosaleda - Hm La Esperanza,santiago de compostela,15078,119,General,Private Non-Profit,42.871892825,-8.54676501899996
Hospital Virgen De La Luz,cuenca,16078,388,General,Social Security,40.076017757,-2.14793080999993
Hospital Recoletas Cuenca S.L.U.,cuenca,16078,30,Medical-surgical,Private Non-Profit,40.067133132,-2.14592281199998
Hospital Universitari De Girona Dr. Josep Trueta,girona,17079,431,General,Social Security,41.997759107,2.82016654900002
Clínica Bofill,girona,17079,47,General,Private Non-Profit,41.97965334,2.82071516200006
Clínica Girona,girona,17079,123,General,Private Non-Profit,41.979030654,2.82073534700004
Clínica Quirúrgica Onyar,girona,17079,38,General,Private Non-Profit,41.9763342890001,2.82508053300006
Clínica Salus Infirmorum,banyoles,17015,100,Geriatrics and/or long-term care,Private Non-Profit (Church),42.1151229120001,2.76140395200002
Hospital De Sant Jaume,blanes,17023,23,Geriatrics and/or long-term care,Other Private Non-Profit,41.6761882600001,2.78752313900003
Hospital De Campdevànol,campdevànol,17036,80,General,Other Private Non-Profit,42.222285979,2.16739513100003
Hospital De Figueres,figueres,17066,168,General,Other Private Non-Profit,42.267953065,2.95465395100007
Clínica Santa Creu,figueres,17066,35,General,Private Non-Profit,42.262094598,2.96169104600006
Hospital Sociosanitari De Lloret De Mar,lloret de mar,17095,63,Geriatrics and/or long-term care,Municipality,41.700903538,2.85325708700003
Hospital D'Olot I Comarcal De La Garrotxa,olot,17114,137,General,Municipality,42.1871168340001,2.46851789600004
Hospital De Palamós,palamós,17118,136,General,Other Private Non-Profit,41.8528345350001,3.13101314500005
Hospital Psiquiàtric,salt,17155,593,Psychiatric,Autonomous Community,41.9723323320001,2.79759363900007
Residència De Gent Gran Puig D'En Roca,girona,17079,55,Geriatrics and/or long-term care,Autonomous Community,41.9951615940001,2.81308161600003
Hospital Comarcal De Blanes,blanes,17023,121,General,Public Entities,41.682801065,2.80150260300007
Residència Geriàtrica Maria Gay,girona,17079,24,Geriatrics and/or long-term care,Private Non-Profit (Church),41.9829499590001,2.82640743600007
Hospital Sociosanitari Mutuam Girona,girona,17079,90,Geriatrics and/or long-term care,Private Non-Profit,41.993457446,2.81963362000005
Centre Sociosanitari De Puigcerdà,puigcerdà,17141,52,Geriatrics and/or long-term care,Other Private Non-Profit,42.438642487,1.94133136500005
Centre Sociosanitari Bernat Jaume,figueres,17066,121,Geriatrics and/or long-term care,Other Private Non-Profit,42.267953065,2.95465395100007
Institut Català D'Oncologia Girona - Hospital Josep Trueta,girona,17079,26,Oncological,Public Entities,41.9938555530001,2.81947534400007
Hospital Santa Caterina-Ias,salt,17155,178,General,Autonomous Community,41.970361853,2.79644699700003
Centre Palamós Gent Gran,palamós,17118,100,Geriatrics and/or long-term care,Other Private Non-Profit,41.8497108880001,3.12192255000002
Centre Sociosanitari Parc Hospitalari Martí I Julià,salt,17155,120,Geriatrics and/or long-term care,Autonomous Community,41.9723323320001,2.79759363900007
Hospital De Cerdanya / Hôpital De Cerdagne,puigcerdà,17141,66,General,Public Entities,42.4399626260001,1.92951540200005
Hospital General Del H.U. Virgen De Las Nieves,granada,18087,0,General,Autonomous Community,37.1897586040001,-3.61251612399997
Hospital De Neurotraumatología Y Rehabilitación,granada,18087,0,General,Autonomous Community,37.180226856,-3.60277473999997
Hospital San Rafael,granada,18087,166,General,Private Non-Profit (Church),37.181043,-3.60271799999992
Hospital De La Inmaculada Concepción,granada,18087,95,Surgical,Private Non-Profit,37.1637439410001,-3.60792395399994
Hospital De Baza,baza,18023,117,General,Autonomous Community,37.5002983580001,-2.75227544499995
Hospital Santa Ana,motril,18140,187,General,Autonomous Community,36.755238541,-3.52044787799997
Hospital Universitario Virgen De Las Nieves,granada,18087,711,General,Autonomous Community,37.1897586040001,-3.61251612399997
Hospital De Alta Resolución De Guadix,guadix,18089,50,General,Autonomous Community,37.309870061,-3.14559584599994
Hospital De Alta Resolución De Loja,loja,18122,22,General,Autonomous Community,37.171053247,-4.15470820899998
Hospital Vithas La Salud,granada,18087,77,General,Private Non-Profit,37.1637401560001,-3.57183895899993
Hospital Universitario San Cecilio,granada,18087,543,General,Autonomous Community,37.187785767,-3.60561226899995
Hospital Materno-Infantil Virgen De Las Nieves,granada,18087,0,Maternal-infant,Autonomous Community,37.18839124,-3.60975262699998
Hospital Universitario De Guadalajara,guadalajara,19130,432,General,Social Security,40.6201556990001,-3.15222613399993
Clínica La Antigua,guadalajara,19130,57,General,Private Non-Profit,40.6295010000001,-3.17652299999997
Clínica Dr. Sanz Vázquez,guadalajara,19130,40,General,Private Non-Profit,40.63016521,-3.16471520499994
U.R.R. De Enfermos Psíquicos Alcohete,yebes,19326,165,Psychiatric,Autonomous Community,40.52529,-3.08868999999993
Instituto De Enfermedades Neurológicas De Castilla-La Mancha,guadalajara,19130,147,Other specialized,Autonomous Community,40.6414258820001,-3.17254278799993
Mutualia-Clinica Pakea,donostia/san sebastián,20069,29,Surgical,Private Non-Profit,43.311553481,-2.01343493599995
Hospital Ricardo Bermingham (Fundación Matia),donostia/san sebastián,20069,105,Geriatrics and/or long-term care,Other Private Non-Profit,43.303945663,-2.00122525599994
"Policlínica Gipuzkoa, S.A.",donostia/san sebastián,20069,149,General,Private Non-Profit,43.2887882270001,-1.98048508699998
Hospital Quirón Salud Donostia,donostia/san sebastián,20069,48,General,Private Non-Profit,43.3152473160001,-1.97380892099994
Fundación Onkologikoa Fundazioa,donostia/san sebastián,20069,45,Oncological,Private Non-Profit,43.291404609,-1.97381724099995
Organización Sanitaria Integrada Bidasoa (Osi Bidasoa),hondarribia,20036,101,General,Autonomous Community,43.3421314350001,-1.81477623299998
Organización Sanitaria Integrada Alto Deba,arrasate/mondragón,20055,90,General,Autonomous Community,43.0632644980001,-2.48283580999993
Hospital Aita Menni,arrasate/mondragón,20055,442,Psychiatric,Private Non-Profit (Church),43.063076494,-2.52971249899997
Hospital Psiquiátrico San Juan De Dios,arrasate/mondragón,20055,299,Psychiatric,Private Non-Profit (Church),43.064162115,-2.53104594599995
"Clinica Santa María De La Asunción, (Inviza, S.A.)",tolosa,20071,120,General,Private Non-Profit,43.137582342,-2.06987108599998
"Sanatorio De Usurbil, S.L.",usurbil,20073,80,Psychiatric,Private Non-Profit,43.2666478150001,-2.05476622099997
Hospital De Zumarraga,zumarraga,20080,128,General,Autonomous Community,43.0837119240001,-2.31275224299998
Hospital De Mendaro,mendaro,20901,119,General,Autonomous Community,43.250273066,-2.38525855599994
Hospital Universitario Donostia-Donostia Unibertsitate Ospitalea,donostia/san sebastián,20069,1054,General,Autonomous Community,43.2924603160001,-1.96903861099997
Hospital San Juan De Dios Donostia,donostia/san sebastián,20069,81,Psychiatric,Private Non-Profit (Church),43.3003484710001,-1.97725049999997
Hospital Infanta Elena,huelva,21041,304,General,Autonomous Community,37.280045,-6.912472
Hospital Vázquez Díaz,huelva,21041,0,General,Autonomous Community,37.2797304960001,-6.92139593099995
Hospital Blanca Paloma,huelva,21041,203,General,Private Non-Profit,37.279975048,-6.93987404099994
Clínica Los Naranjos,huelva,21041,25,General,Private Non-Profit,37.2624309220001,-6.94927309099995
Hospital De Riotinto,minas de riotinto,21049,118,General,Autonomous Community,37.693674104,-6.59782436399996
Hospital Universitario Juan Ramón Jiménez,huelva,21041,891,General,Autonomous Community,37.2807571160001,-6.92558683399994
Hospital Juan Ramón Jiménez,huelva,21041,0,General,Autonomous Community,37.2799375800001,-6.92666828699993
Hospital Costa De La Luz,huelva,21041,56,General,Private Non-Profit,37.2675253890001,-6.95674946799994
Hospital Virgen De La Bella,lepe,21044,61,General,Private Non-Profit,37.2591759690001,-7.19423275099996
Hospital General San Jorge,huesca,22125,297,General,Social Security,42.13176064,-0.42022762199997
Centro De Rehab. Psicosocial Santo Cristo De Los Milagros,huesca,22125,110,Psychiatric,Autonomous Community,42.122253777,-0.380759999999952
Hospital Sagrado Corazón De Jesús,huesca,22125,70,Geriatrics and/or long-term care,Autonomous Community,42.1422763480001,-0.40137137499994
Hospital Viamed Santiago,huesca,22125,40,General,Private Non-Profit,42.1413459780001,-0.41715215399995
Hospital De Barbastro,barbastro,22048,172,General,Social Security,42.033198122,0.111056461000032
Hospital De Jaca.Salud,jaca,22130,50,General,Public Entities,42.578998664,-0.541864335999946
Centro Sanitario Bajo Cinca-Baix Cinca,fraga,22112,20,Other purpose,Autonomous Community,41.524266633,0.340602082000032
Hospital General Del H.U. De Jaén,jaén,23050,0,General,Autonomous Community,37.776042836,-3.79378795299994
Hospital Doctor Sagaz,jaén,23050,0,General,Autonomous Community,37.7705341670001,-3.81778564899997
Hospital Neurotraumatológico Del H.U. De Jaén,jaén,23050,0,Traumatology and/or rehabilitation,Autonomous Community,37.7950325,-3.77797293299994
Clínica Cristo Rey,jaén,23050,39,Surgical,Private Non-Profit,37.7755694210001,-3.78904715899995
Hospital San Agustín,linares,23055,204,General,Autonomous Community,38.088685119,-3.64334836199993
Hospital San Juan De La Cruz,úbeda,23092,231,General,Autonomous Community,38.0193430900001,-3.38512309499993
Hospital Universitario De Jaén,jaén,23050,805,General,Autonomous Community,37.7743399940001,-3.79143619199994
Hospital Alto Guadalquivir,andújar,23005,67,General,Autonomous Community,38.0404188540001,-4.03085457399993
Hospital Materno-Infantil Del H.U. De Jaén,jaén,23050,0,Maternal-infant,Autonomous Community,37.7743399940001,-3.79143619199994
Hospital De Alta Resolución Sierra De Segura,puente de génave,23071,24,General,Autonomous Community,38.3602649800001,-2.78734027999997
Hospital De Alta Resolución De Alcaudete,alcaudete,23003,16,General,Autonomous Community,37.5867839480001,-4.08094005499993
Hospital De Alta Resolución De Alcalá La Real,alcalá la real,23002,28,General,Autonomous Community,37.4541530060001,-3.93146189399994
Hospital De León,león,24089,0,General,Social Security,42.831918538,-5.18802326899993
Hospital Monte San Isidro,león,24089,0,Geriatrics and/or long-term care,Autonomous Community,42.619170781,-5.57333289299993
Regla Hm Hospitales,león,24089,130,General,Private Non-Profit (Church),42.600927101,-5.56747734299995
Hospital Hm San Francisco,león,24089,75,General,Private Non-Profit,42.589989754,-5.57257581799996
Hospital Santa Isabel,león,24089,0,Psychiatric,Private Non-Profit,42.5766400310001,-5.54354527399994
Hospital El Bierzo,ponferrada,24115,408,General,Social Security,42.5722522460001,-6.64372823999997
Hospital De La Reina,ponferrada,24115,72,General,Other Private Non-Profit,42.5414045690001,-6.59293109899994
Hospital San Juan De Dios,san andrés del rabanedo,24142,297,General,Private Non-Profit (Church),42.6076739900001,-5.59350251399997
Complejo Asistencial Universitario De León,león,24089,1056,General,Public Entities,42.619367,-5.573423
Clínica Altollano,villaquilambre,24222,110,General,Private Non-Profit,42.6554541090001,-5.56527749999998
Clínica Ponferrada,ponferrada,24115,46,General,Private Non-Profit,42.5491853710001,-6.62881990099993
Hospital Valle De Laciana,villablino,24202,15,Geriatrics and/or long-term care,Municipality,42.9409948890001,-6.32432841799994
Hospital Universitari Arnau De Vilanova De Lleida.,lleida,25120,463,General,Social Security,41.6267580680001,0.612839466000025
Hospital Santa Maria,lleida,25120,229,General,Autonomous Community,41.624369442,0.618079723000051
Vithas Hospital Montserrat,lleida,25120,47,General,Private Non-Profit,41.612801679,0.620679275000043
"Clínica Perpetuo Socorro De Lérida, Grupo Hla, Slu",lleida,25120,58,General,Private Non-Profit,41.614422109,0.618898631000036
Clínica Terres De Ponent,lleida,25120,123,General,Private Non-Profit,41.6220902650001,0.626497125000071
Clínica Psiquiàtrica Bellavista,lleida,25120,75,Psychiatric,Private Non-Profit,41.6268791030001,0.607974469000055
Fundació Sant Hospital.,"seu d'urgell, la",25203,88,General,Other Private Non-Profit,42.3548538270001,1.46071322200004
"Centre Sanitari Del Solsonès, Fpc",solsona,25207,32,Geriatrics and/or long-term care,Public Entities,41.993281494,1.51615207200007
Hospital Comarcal Del Pallars,tremp,25234,63,General,Autonomous Community,42.1644784320001,0.897364985000024
Espitau Val D'Aran,vielha e mijaran,25243,31,General,Autonomous Community,42.702210344,0.797402431000023
Hestia Balaguer.,balaguer,25040,120,Geriatrics and/or long-term care,Private Non-Profit,41.7889118690001,0.816425695000021
Residència Terraferma,alpicat,25023,137,Geriatrics and/or long-term care,Private Non-Profit,41.664705,0.55171656400006
"Castell D'Oliana Residencial,S.L",oliana,25149,20,Psychiatric,Private Non-Profit,42.0707526190001,1.31168080900005
Hospital Jaume Nadal Meroles,lleida,25120,126,Geriatrics and/or long-term care,Private Non-Profit,41.6100997720001,0.617328183000041
Sant Joan De Déu Terres De Lleida,almacelles,25019,29,Psychiatric,Other Private Non-Profit,41.7494020290001,0.417043093000075
Reeixir,juneda,25119,44,Psychiatric,Private Non-Profit,41.551853056,0.814340000000072
Hospital Sant Joan De Déu Lleida,lleida,25120,130,Psychiatric,Private Non-Profit (Church),41.5890335230001,0.684735000000046
Complejo Hospitalario San Millan San Pedro De La Rioja,logroño,26089,590,General,Autonomous Community,42.4523058520001,-2.42217625899997
Hospital San Pedro,logroño,26089,0,General,Autonomous Community,42.4506844860001,-2.42639933299995
Hospital General De La Rioja,logroño,26089,0,General,Autonomous Community,42.4686217240001,-2.44204098399996
"Policlínico Riojano Nuestra Señora De Valvanera, S.A.",logroño,26089,87,General,Private Non-Profit,42.451241259,-2.42404871499997
Fundación Hospital Calahorra,calahorra,26036,80,General,Social Security,42.3135272710001,-1.98034014499996
Clínica Los Manzanos,lardero,26084,52,Medical-surgical,Private Non-Profit,42.415695,-2.47368200299996
Centro Asistencial De Albelda De Iregua,albelda de iregua,26005,140,Psychiatric,Autonomous Community,42.3639150000001,-2.47333561899995
Centro Sociosanitario De Convalecencia Los Jazmines,haro,26071,26,Geriatrics and/or long-term care,Autonomous Community,42.569420472,-2.84643074299993
Centro  Sociosanitario  De Convalecencia Nuestra Señora Virgen Del Carmen,calahorra,26036,75,Geriatrics and/or long-term care,Autonomous Community,42.301664712,-1.96133444499998
Complexo Hospitalario Universitario De Lugo,lugo,27028,848,General,Public Entities,43.025128189,-7.56423499999994
Hospital De Calde (Psiquiatrico),lugo,27028,0,General,Public Entities,42.9449900000001,-7.62918499999995
Hospital Polusa,lugo,27028,97,General,Private Non-Profit,42.9980828010001,-7.56765269999994
Sanatorio Nosa Señora Dos Ollos Grandes,lugo,27028,69,General,Private Non-Profit,43.011895243,-7.56204556699993
Hospital Publico Da Mariña (*),burela,27902,139,General,Social Security,43.6522406020001,-7.35969445899997
Hospital De Monforte (*),monforte de lemos,27031,140,General,Social Security,42.5272663170001,-7.51932494399995
Hospital Universitario Lucus Augusti,lugo,27028,0,General,Public Entities,43.025128189,-7.56423499999994
Hospital Universitario La Paz,madrid,28079,0,General,Social Security,40.480424183,-3.68590964099997
Hospital Ramón Y Cajal,madrid,28079,901,General,Social Security,40.487352537,-3.69383854899996
Hospital Universitario 12 De Octubre,madrid,28079,1196,General,Social Security,40.3760856100001,-3.69897211499995
Hospital Clínico San Carlos,madrid,28079,861,General,Social Security,40.4406569450001,-3.71993244699996
Hospital Virgen De La Torre,madrid,28079,0,Other specialized,Social Security,40.381025902,-3.61929255299998
Hospital Universitario Santa Cristina,madrid,28079,156,General,Social Security,40.4217986,-3.67099294399998
Hospital Universitario De La Princesa,madrid,28079,524,General,Autonomous Community,40.434030944,-3.67574555799996
Hospital Infantil Universitario Niño Jesus,madrid,28079,170,Pediatric,Autonomous Community,40.4143571160001,-3.67608902999996
Hospital Central De La Cruz Roja San José Y Santa Adela,madrid,28079,154,General,Private Non-Profit (Red Cross),40.447152471,-3.70693215899996
Hospital Carlos Iii,madrid,28079,0,General,Autonomous Community,40.475147959,-3.69623007399997
Hospital Cantoblanco,madrid,28079,0,General,Autonomous Community,40.539305132,-3.69331286299996
Complejo Hospitalario Gregorio Marañón,madrid,28079,1349,General,Autonomous Community,40.4193239480001,-3.66922808299995
Hospital General Universitario Gregorio Marañón,madrid,28079,0,General,Autonomous Community,40.419369772,-3.67113352499996
Instituto Provincial De Rehabilitación,madrid,28079,0,Geriatrics and/or long-term care,Autonomous Community,40.4330144560001,-3.67288676899994
Hospital Dr. R. Lafora,madrid,28079,334,Psychiatric,Autonomous Community,40.5319545460001,-3.69124082199994
Sanatorio Nuestra Señora Del Rosario,madrid,28079,176,General,Private Non-Profit (Church),40.4319981580001,-3.67959715599994
Hospital San Rafael,madrid,28079,188,General,Private Non-Profit (Church),40.4519595190001,-3.68144761099995
Hospital De La V.O.T. De San Francisco De Asís,madrid,28079,72,General,Private Non-Profit (Church),40.4090898370001,-3.71396072399995
