cmun,municipality,province,altitude,longitude,latitude,Koppen_Climate,description
16196,Santa María de los Llanos,Cuenca,723.399,-2.8083,39.48999,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16197,Santa María del Val,Cuenca,1208.035,-2.041021,40.50496,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16198,Sisante,Cuenca,745.213,-2.202905,39.41085,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16199,Solera de Gabaldón,Cuenca,1049.117,-1.977236,39.74943,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16202,Talayuelas,Cuenca,989.6467,-1.284513,39.84925,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16203,Tarancón,Cuenca,817.9774,-3.006447,40.01054,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16204,Tébar,Cuenca,892.4076,-2.163054,39.49577,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16205,Tejadillos,Cuenca,1221.846,-1.63455,40.13949,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16206,Tinajas,Cuenca,868.139,-2.583453,40.32578,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16209,Torralba,Cuenca,910.9871,-2.286456,40.3023,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16211,Torrejoncillo del Rey,Cuenca,925.6471,-2.570025,40.00743,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16212,Torrubia del Campo,Cuenca,804.85,-2.961361,39.89723,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16213,Torrubia del Castillo,Cuenca,844.5839,-2.310545,39.65805,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16215,Tragacete,Cuenca,1280.023,-1.849956,40.3511,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16216,Tresjuncos,Cuenca,794.4161,-2.757274,39.70083,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16217,Tribaldos,Cuenca,829.7798,-2.899395,39.97273,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16218,Uclés,Cuenca,836.3397,-2.86232,39.98186,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16219,Uña,Cuenca,1133.798,-1.979574,40.22349,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16224,Valdemeca,Cuenca,1316.776,-1.741087,40.22374,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16225,Valdemorillo de la Sierra,Cuenca,1193.025,-1.779921,40.03857,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16227,Valdemoro-Sierra,Cuenca,1117.267,-1.767433,40.10126,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16228,Valdeolivas,Cuenca,927.0674,-2.446738,40.50447,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16231,Valhermoso de la Fuente,Cuenca,800.9288,-2.016262,39.55293,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16234,Valsalobre,Cuenca,1219.73,-2.093301,40.61693,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16236,Valverde de Júcar,Cuenca,846.4824,-2.221901,39.71869,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16237,Valverdejo,Cuenca,865.129,-2.024116,39.61505,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16238,Vara de Rey,Cuenca,820.9382,-2.293694,39.42599,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16239,Vega del Codorno,Cuenca,1390.018,-1.913025,40.42466,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16240,Vellisca,Cuenca,944.9796,-2.814408,40.12965,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16242,Villaconejos de Trabaque,Cuenca,808.2476,-2.31839,40.3999,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16243,Villaescusa de Haro,Cuenca,826.9725,-2.67406,39.5974,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16244,Villagarcía del Llano,Cuenca,733.049,-1.846456,39.32651,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16245,Villalba de la Sierra,Cuenca,992.4644,-2.088232,40.23558,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16246,Villalba del Rey,Cuenca,788.1654,-2.642274,40.34509,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16247,Villalgordo del Marquesado,Cuenca,861.0096,-2.508036,39.68231,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16248,Villalpardo,Cuenca,771.2595,-1.624603,39.47199,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16249,Villamayor de Santiago,Cuenca,775.3732,-2.92358,39.72784,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16250,Villanueva de Guadamejud,Cuenca,805.5494,-2.506794,40.22574,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16251,Villanueva de la Jara,Cuenca,767.3646,-1.953522,39.44291,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16253,Villar de Cañas,Cuenca,817.3677,-2.566252,39.77903,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16254,Villar de Domingo García,Cuenca,938.7158,-2.293823,40.23842,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16255,Villar de la Encina,Cuenca,843.0084,-2.521609,39.63701,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16258,Villar del Humo,Cuenca,997.0957,-1.628438,39.87116,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16259,Villar del Infantado,Cuenca,767.527,-2.479164,40.45553,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16263,Villar de Olalla,Cuenca,901.751,-2.197358,40.01356,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16264,Villarejo de Fuentes,Cuenca,864.325,-2.696304,39.78699,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16265,Villarejo de la Peñuela,Cuenca,941.4399,-2.410047,40.08784,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16266,Villarejo-Periesteban,Cuenca,919.6758,-2.443901,39.87305,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16269,Villares del Saz,Cuenca,867.2699,-2.506254,39.83939,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16270,Villarrubio,Cuenca,825.1577,-2.894581,39.94577,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16271,Villarta,Cuenca,758.9042,-1.652952,39.4413,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16272,Villas de la Ventosa,Cuenca,844.56,-2.434874,40.20568,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16273,Villaverde y Pasaconsol,Cuenca,859.9142,-2.265936,39.77055,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16274,Víllora,Cuenca,878.9189,-1.589209,39.75229,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16275,Vindel,Cuenca,898.5792,-2.380786,40.58611,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16276,Yémeda,Cuenca,866.7178,-1.723756,39.76288,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16277,Zafra de Záncara,Cuenca,898.8863,-2.555295,39.89165,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16278,Zafrilla,Cuenca,1418.941,-1.618136,40.19435,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
16279,Zarza de Tajo,Cuenca,708.5762,-3.13123,40.01825,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
16280,Zarzuela,Cuenca,1040.219,-2.12783,40.25455,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16901,Campos del Paraíso,Cuenca,914.1959,-2.718889,40.01111,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16902,Valdetórtola,Cuenca,898.9784,-2.186111,39.92028,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16903,"Valeras, Las",Cuenca,935.2037,-2.154847,39.78652,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16904,Fuentenava de Jábaga,Cuenca,969.4885,-2.263407,40.08694,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16906,"Valdecolmenas, Los",Cuenca,940.6137,-2.497222,40.11917,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16908,Pozorrubielos de la Mancha,Cuenca,784.6632,-2.038611,39.44584,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16909,Sotorribas,Cuenca,989.6494,-2.163242,40.19537,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
16910,Villar y Velasco,Cuenca,975.5555,-2.4175,40.14917,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17001,Agullana,Girona,170.1884,2.845378,42.39483,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17002,Aiguaviva,Girona,156.0045,2.760639,41.9372,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17003,Albanyà,Girona,240.982,2.721622,42.30573,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17004,Albons,Girona,11.20031,3.085481,42.10289,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17005,"Far d'Empordà, El",Girona,34.56885,2.995302,42.25213,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17006,Alp,Girona,1140.202,1.887394,42.37436,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17007,Amer,Girona,187.6956,2.604287,42.0095,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17008,Anglès,Girona,163.2895,2.638278,41.95515,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17009,Arbúcies,Girona,294.5572,2.514368,41.81705,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17010,Argelaguer,Girona,189.7633,2.641481,42.21608,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17011,"Armentera, L'",Girona,8.210299,3.074524,42.17123,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17012,Avinyonet de Puigventós,Girona,68.95233,2.913306,42.25051,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17013,Begur,Girona,206.9355,3.208136,41.95374,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17014,"Vajol, La",Girona,540.9069,2.799725,42.4044,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17015,Banyoles,Girona,180.4805,2.764747,42.11812,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17016,Bàscara,Girona,66.21327,2.910638,42.15715,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17018,Bellcaire d'Empordà,Girona,16.70415,3.096079,42.07922,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17019,Besalú,Girona,153.8543,2.698663,42.20039,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17020,Bescanó,Girona,103.575,2.739396,41.96624,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17021,Beuda,Girona,330.3628,2.70972,42.23698,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17022,"Bisbal d'Empordà, La",Girona,41.58906,3.040184,41.96022,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17023,Blanes,Girona,12.55464,2.792096,41.67427,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17024,Bolvir,Girona,1111.693,1.88031,42.41716,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17025,Bordils,Girona,39.80887,2.909822,42.04543,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17026,Borrassà,Girona,73.4845,2.926729,42.22197,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17027,Breda,Girona,165.5123,2.559948,41.74772,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17029,Boadella i les Escaules,Girona,90.38374,2.856944,42.33139,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17030,Cabanes,Girona,23.85813,2.976825,42.30885,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17031,Cabanelles,Girona,186.2474,2.820443,42.23071,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17032,Cadaqués,Girona,8.404613,3.278389,42.28896,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17033,Caldes de Malavella,Girona,99.86514,2.809666,41.83933,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17035,Camós,Girona,162.4646,2.76616,42.09686,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17036,Campdevànol,Girona,735.8078,2.167294,42.22223,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17037,Campelles,Girona,1312.842,2.140032,42.29569,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17038,Campllong,Girona,111.6642,2.83227,41.89647,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17039,Camprodon,Girona,949.9839,2.364999,42.31283,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17040,Canet d'Adri,Girona,225.7504,2.737174,42.03352,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17041,Cantallops,Girona,199.0593,2.924193,42.41977,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
17042,Capmany,Girona,102.8205,2.922122,42.37195,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17043,Queralbs,Girona,1212.268,2.16335,42.34953,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17044,Cassà de la Selva,Girona,157.0528,2.875085,41.88774,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17046,Castellfollit de la Roca,Girona,299.2567,2.550077,42.21913,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17047,Castelló d'Empúries,Girona,19.59589,3.074442,42.25826,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17049,Celrà,Girona,74.95261,2.878967,42.02462,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17050,Cervià de Ter,Girona,41.124,2.910495,42.06618,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17051,Cistella,Girona,131.848,2.847189,42.26858,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17052,Siurana,Girona,30.35726,2.994269,42.20935,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17054,Colera,Girona,15.71049,3.150613,42.40375,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17055,Colomers,Girona,27.86927,2.986014,42.08371,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17056,Cornellà del Terri,Girona,97.63062,2.816139,42.08915,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17057,Corçà,Girona,43.0,3.015762,41.98789,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17058,Crespià,Girona,134.7197,2.799921,42.18707,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17060,Darnius,Girona,195.8332,2.834749,42.366,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17061,Das,Girona,1210.801,1.870623,42.36198,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17062,"Escala, L'",Girona,19.85101,3.132396,42.12479,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17063,Espinelves,Girona,721.2335,2.417711,41.86764,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17064,Espolla,Girona,110.9502,3.001604,42.3897,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17065,Esponellà,Girona,124.58,2.797031,42.17781,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17066,Figueres,Girona,44.94663,2.96084,42.2675,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17067,Flaçà,Girona,34.53658,2.954067,42.05033,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17068,Foixà,Girona,77.76812,2.997918,42.03908,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17069,Fontanals de Cerdanya,Girona,1296.071,1.919695,42.38765,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17070,Fontanilles,Girona,11.98482,3.108086,42.01059,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17071,Fontcoberta,Girona,224.6868,2.785791,42.14968,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17073,Fornells de la Selva,Girona,100.7511,2.812444,41.93181,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17074,Fortià,Girona,5.550827,3.03968,42.2448,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17075,Garrigàs,Girona,106.7004,2.954357,42.19351,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17076,Garrigoles,Girona,87.58198,3.029519,42.10737,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17077,Garriguella,Girona,60.73549,3.064629,42.3443,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17078,Ger,Girona,1124.158,1.845763,42.41008,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17079,Girona,Girona,69.02268,2.8237,41.9818,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17080,Gombrèn,Girona,913.7407,2.091462,42.24837,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17081,Gualta,Girona,10.82926,3.103458,42.02972,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17082,Guils de Cerdanya,Girona,1345.239,1.880802,42.44715,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17083,Hostalric,Girona,98.26152,2.635484,41.74648,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17084,Isòvol,Girona,1044.986,1.818577,42.3779,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17085,Jafre,Girona,26.08789,3.009616,42.07296,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17086,"Jonquera, La",Girona,112.039,2.873235,42.41669,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17087,Juià,Girona,103.731,2.90608,42.01622,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17088,Lladó,Girona,203.6406,2.814474,42.24793,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17089,Llagostera,Girona,137.2177,2.893911,41.82928,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17090,Llambilles,Girona,123.2293,2.85084,41.92158,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17091,Llanars,Girona,987.0015,2.34457,42.32041,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17092,Llançà,Girona,26.3534,3.161217,42.36518,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17093,Llers,Girona,164.3831,2.912382,42.29514,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17094,Llívia,Girona,1201.004,1.979733,42.46312,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17095,Lloret de Mar,Girona,14.34469,2.847584,41.69878,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17096,"Llosses, Les",Girona,906.8428,2.115517,42.15003,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17097,Madremanya,Girona,171.2928,2.955517,41.99014,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17098,Maià de Montcal,Girona,222.8625,2.744813,42.22144,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17099,Meranges,Girona,1552.41,1.787677,42.4456,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17100,Masarac,Girona,80.04425,2.9712,42.35133,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17101,Massanes,Girona,139.9525,2.654389,41.76458,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17102,Maçanet de Cabrenys,Girona,348.9143,2.753674,42.38558,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17103,Maçanet de la Selva,Girona,98.14079,2.73262,41.77703,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17105,Mieres,Girona,275.4319,2.639244,42.127,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17106,Mollet de Peralada,Girona,56.86679,2.999815,42.35981,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17107,Molló,Girona,1178.97,2.404507,42.34643,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17109,Montagut i Oix,Girona,278.7967,2.595453,42.23165,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17110,Mont-ras,Girona,56.59036,3.147037,41.90822,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17111,Navata,Girona,147.3417,2.861938,42.22344,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17112,Ogassa,Girona,955.7571,2.27784,42.26579,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17114,Olot,Girona,445.0352,2.488189,42.18211,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17115,Ordis,Girona,97.83067,2.906921,42.21809,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17116,Osor,Girona,350.0396,2.552534,41.94699,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17117,Palafrugell,Girona,68.42641,3.163817,41.91719,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17118,Palamós,Girona,14.00687,3.128636,41.84676,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17119,Palau de Santa Eulàlia,Girona,81.56111,2.965139,42.17365,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17120,Palau-saverdera,Girona,94.26295,3.147585,42.30775,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17121,Palau-sator,Girona,19.59593,3.110336,41.98815,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17123,Palol de Revardit,Girona,134.0089,2.803044,42.07125,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17124,Pals,Girona,19.10723,3.148876,41.97121,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17125,Pardines,Girona,1231.859,2.213113,42.31271,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17126,Parlavà,Girona,30.01262,3.031801,42.02188,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17128,Pau,Girona,27.27005,3.114368,42.3146,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17129,Pedret i Marzà,Girona,28.24896,3.068086,42.31049,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17130,"Pera, La",Girona,78.5508,2.972945,42.02124,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17132,Peralada,Girona,33.71151,3.010452,42.30796,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17133,"Planes d'Hostoles, Les",Girona,357.5643,2.54012,42.0569,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17134,Planoles,Girona,1138.85,2.102801,42.31609,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17135,Pont de Molins,Girona,46.54617,2.928986,42.31395,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17136,Pontós,Girona,90.42199,2.916559,42.18671,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17137,Porqueres,Girona,183.2214,2.748212,42.12186,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17138,Portbou,Girona,12.24183,3.15937,42.42653,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17139,"Preses, Les",Girona,466.8972,2.459791,42.14634,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17140,"Port de la Selva, El",Girona,6.634849,3.203688,42.33659,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17141,Puigcerdà,Girona,1184.155,1.927728,42.43135,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17142,Quart,Girona,98.03844,2.841294,41.93833,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17143,Rabós,Girona,114.9361,3.026868,42.37956,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17144,Regencós,Girona,74.76754,3.171459,41.95247,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17145,Ribes de Freser,Girona,919.8904,2.169102,42.30637,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17146,Riells i Viabrea,Girona,96.39582,2.551667,41.72167,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17147,Ripoll,Girona,696.5365,2.190623,42.20079,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17148,Riudarenes,Girona,90.0,2.716726,41.82198,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17149,Riudaura,Girona,578.0961,2.407468,42.18871,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17150,Riudellots de la Selva,Girona,100.0308,2.804287,41.89329,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17151,Riumors,Girona,3.91416,3.041699,42.22624,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17152,Roses,Girona,6.046805,3.174805,42.26297,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17153,Rupià,Girona,63.82626,3.010659,42.01961,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17154,Sales de Llierca,Girona,266.1104,2.657499,42.2373,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17155,Salt,Girona,87.70262,2.792586,41.97416,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17157,Sant Andreu Salou,Girona,132.717,2.825394,41.87304,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17158,Sant Climent Sescebes,Girona,83.43581,2.980664,42.36862,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17159,Sant Feliu de Buixalleu,Girona,400.1262,2.585428,41.79071,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17160,Sant Feliu de Guíxols,Girona,9.581546,3.030733,41.78058,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17161,Sant Feliu de Pallerols,Girona,467.6071,2.509799,42.07827,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17162,Sant Ferriol,Girona,195.0925,2.661678,42.20639,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
